subjectCode,courseNumber,courseTitle,term,number,deeperUnderstanding,interest,tech,grades,recommend,college,subject
AGRO,8280,TopicsApplPlantSci,Spr 2015,11,5.73,5.82,5.78,5.82,5.82,CFANS,Agronomy and Plant Genetics
AGRO,1660W,First-Year Colloquium,Fall 2015,24,4.3,4.04,4.86,4.43,3.52,CFANS,Agronomy and Plant Genetics
AGRO,3203W,"Env, Food Prod & the Citizen",Spr 2015,62,4.6,4.34,4.6,4.6,4.47,CFANS,Agronomy and Plant Genetics
AHS,1101,Orientation to Health Careers,Spr 2015,43,5.57,5.52,5.57,5.67,5.5,Academic Health Center,Academic Health Center Shared
AHS,1101,Orientation to Health Careers,Fall 2015,82,5.48,5.4,5.43,5.67,5.47,Academic Health Center,Academic Health Center Shared
AHS,1102,Orientation to Health Careers,Spr 2015,26,5.28,5.23,5.19,5.38,5.32,Academic Health Center,Academic Health Center Shared
AHS,1102,Orientation to Health Careers,Fall 2015,36,5.33,5.28,5.31,5.53,5.36,Academic Health Center,Academic Health Center Shared
AHS,1600,The Future Physician I,Fall 2015,221,5.65,5.56,5.6,5.67,5.67,Academic Health Center,Academic Health Center Shared
AHS,1601,The Future Physician II,Spr 2015,280,5.75,5.75,5.73,5.68,5.78,Academic Health Center,Academic Health Center Shared
AHS,1602,The Future Physician III,Spr 2015,4,5.75,5.75,5.75,5.75,5.75,Academic Health Center,Academic Health Center Shared
AHS,1602,The Future Physician III,Sum 2015,10,5.6,5.8,5.8,6,5.8,Academic Health Center,Academic Health Center Shared
AHS,1602,The Future Physician III,Fall 2015,18,5.67,5.39,5.39,5.61,5.72,Academic Health Center,Academic Health Center Shared
AHS,2400,Writing a Personal Statement,Spr 2015,118,5.71,5.47,5.55,5.79,5.91,Academic Health Center,Academic Health Center Shared
AHS,2400,Writing a Personal Statement,Fall 2015,86,5.53,5.33,5.45,5.63,5.63,Academic Health Center,Academic Health Center Shared
AHS,3101,New Health Professions Team,Spr 2015,44,5.14,5.14,5.05,4.95,5.18,Academic Health Center,Academic Health Center Shared
AHS,5100,HIV Drug Discovery,Spr 2015,22,5.91,5.73,5.6,5.64,5.9,Academic Health Center,Academic Health Center Shared
AIM,4011,Project/field investigation,Spr 2015,6,6,6,6,6,6,CFANS,Agricultural Industries and Marketing
AIR,1000,AS 1000,Spr 2015,52,5.81,5.75,5.67,5.53,5.47,CCE,Aerospace Studies
AIR,1000,AS 1000,Fall 2015,59,5.69,5.63,5.63,5.63,5.6,CCE,Aerospace Studies
AIR,1104,AS 1104,Fall 2015,22,5.59,5.45,5.64,5.86,5.62,CCE,Aerospace Studies
AIR,1105,AS 1105,Spr 2015,16,5.88,5.81,5.69,5.88,5.75,CCE,Aerospace Studies
AIR,1204,AS 1204,Fall 2015,19,5.53,5.11,5.05,5.42,5.32,CCE,Aerospace Studies
AIR,1205,AS 1205,Spr 2015,18,5.83,5.83,5.53,5.67,5.83,CCE,Aerospace Studies
AIR,3301,AS3301,Fall 2015,22,5.59,5.41,5.59,5.55,5.57,CCE,Aerospace Studies
AIR,3302,AS 3302,Spr 2015,9,5.67,5.33,5.38,5.33,5.22,CCE,Aerospace Studies
AIR,3401,AS 3401,Fall 2015,7,5.71,5.71,5.43,5.29,5.43,CCE,Aerospace Studies
AIR,3402,AS 3402,Spr 2015,11,5.55,5.45,5.18,5.55,5.6,CCE,Aerospace Studies
AKKA,5012,Elem Akkadian II,Spr 2015,4,6,6,,6,6,CLA,Akkadian
ALL,1201,Hero in Asian Cultures,Fall 2015,37,5.56,5.39,5.4,5.44,5.49,CLA,Asian Languages and Literatures
ALL,1905,Freshman Seminar,Fall 2015,16,5.31,5.13,5,3.94,4.75,CLA,Asian Languages and Literatures
ALL,3001,Reading Asian Cultures,Fall 2015,42,4.81,4.48,4.34,4.29,4.18,CLA,Asian Languages and Literatures
ALL,3336,Revol & Modern Chinese Lit,Fall 2015,89,5.76,5.63,5.59,5.67,5.67,CLA,Asian Languages and Literatures
ALL,3337,Contemporary Chinese Lit.,Spr 2015,46,5.52,5.35,5.48,5.52,5.48,CLA,Asian Languages and Literatures
ALL,3437,20th Century J Lit in Trans,Spr 2015,27,5.52,5.22,5.42,5.59,5.3,CLA,Asian Languages and Literatures
ALL,3437,20th Century J Lit in Trans,Fall 2015,14,5.29,4.64,5.42,5.14,4.85,CLA,Asian Languages and Literatures
ALL,3536,Modern Korean Literature,Fall 2015,48,4.94,4.56,4.68,4.63,4.8,CLA,Asian Languages and Literatures
ALL,3556,Korean Film,Spr 2015,27,5.3,4.93,5.04,5,5.22,CLA,Asian Languages and Literatures
ALL,3672,Buddhism,Sum 2015,16,5.88,5.75,5.87,5.81,5.88,CLA,Asian Languages and Literatures
ALL,3871,Islam: Religion and Culture,Spr 2015,28,5.52,5.3,4.08,4.7,4.84,CLA,Asian Languages and Literatures
ALL,3872,The Cultures of the Silk Road,Fall 2015,3,5.67,5.5,5,5.5,5,CLA,Asian Languages and Literatures
ALL,3920,Topics in Asian Culture,Spr 2015,60,5.6,5.41,4.93,5.14,5.28,CLA,Asian Languages and Literatures
ALL,3920,Topics in Asian Culture,Fall 2015,53,5.6,5.42,5.15,5,5.27,CLA,Asian Languages and Literatures
ALL,5359,Early Shanghai Film Culture,Fall 2015,5,6,5.8,6,6,6,CLA,Asian Languages and Literatures
ALL,5920,Topics in Asian Culture,Spr 2015,9,5.78,4.89,5.33,5.11,4.89,CLA,Asian Languages and Literatures
ALL,5920,Topics in Asian Culture,Fall 2015,4,6,5.5,5.75,5.75,5.75,CLA,Asian Languages and Literatures
ALL,8002,Critical Asian Studies,Spr 2015,4,5.75,5.75,5.75,5.75,5.75,CLA,Asian Languages and Literatures
ALL,3265W,The Fantastic in East Asia,Spr 2015,25,5.92,5.88,5.39,5.88,5.96,CLA,Asian Languages and Literatures
ALL,3356W,Chinese Film,Fall 2015,45,5.67,5.56,5.58,5.38,5.67,CLA,Asian Languages and Literatures
ALL,3433W,Trad Japanese Lit in Trans,Fall 2015,38,5.18,5.16,5.11,5.03,5.16,CLA,Asian Languages and Literatures
ALL,3441W,Japanese Theater,Spr 2015,18,5.11,4.72,5.06,3.67,4.28,CLA,Asian Languages and Literatures
ALL,4900W,Major Project,Spr 2015,81,5.08,4.63,4.89,4.81,4.68,CLA,Asian Languages and Literatures
AMIN,1001,American Indian Peoples in US,Spr 2015,12,5.67,5.33,5.38,5.09,5,CLA,American Indian Studies
AMIN,1003,American Indians in MN,Spr 2015,121,5.16,4.72,4.54,4.95,4.82,CLA,American Indian Studies
AMIN,1003,American Indians in MN,Fall 2015,164,5.38,4.96,4.54,4.76,4.88,CLA,American Indian Studies
AMIN,3141,AmIn Language Planning,Fall 2015,1,6,6,6,6,6,CLA,American Indian Studies
AMIN,3301,American Indian Philosophies,Spr 2015,17,4.53,4,3.8,4.12,3.47,CLA,American Indian Studies
AMIN,3301,American Indian Philosophies,Fall 2015,39,5.21,4.74,3.62,4.29,4.42,CLA,American Indian Studies
AMIN,3304,Indigenous Filmmakers,Spr 2015,16,5.69,5.38,5.4,5,5.2,CLA,American Indian Studies
AMIN,3312,AmIn Envl Issues/Perspectives,Spr 2015,9,5.89,5.89,5.67,5.89,5.89,CLA,American Indian Studies
AMIN,3402,Am In and the Cinema,Spr 2015,28,5.43,5.25,5.33,5.18,5.14,CLA,American Indian Studies
AMIN,3402,Am In and the Cinema,Fall 2015,32,5.65,4.97,5.13,5.13,5.26,CLA,American Indian Studies
AMIN,3711,Dakota Culture & History,Spr 2015,9,5.56,5.33,5.13,4.33,5,CLA,American Indian Studies
AMIN,3871,Amer Indians to 1830,Spr 2015,29,5.68,5.39,5.38,5.57,5.56,CLA,American Indian Studies
AMIN,4501,Am In Law,Spr 2015,9,6,5.56,5.75,5.11,5.56,CLA,American Indian Studies
AMIN,5402,Am In and the Cinema,Spr 2015,28,5.43,5.25,5.33,5.18,5.14,CLA,American Indian Studies
AMIN,5402,Am In and the Cinema,Fall 2015,32,5.65,4.97,5.13,5.13,5.26,CLA,American Indian Studies
AMIN,3201W,American Indian Literature,Spr 2015,58,5.44,5.33,5.12,5.25,5.46,CLA,American Indian Studies
AMIN,3201W,American Indian Literature,Fall 2015,55,5.24,5.02,4.71,4.85,4.84,CLA,American Indian Studies
AMIN,4525W,Federal Indian Policy,Spr 2015,8,6,5.88,6,5.13,5.57,CLA,American Indian Studies
AMST,1011,Religions & American Identity,Spr 2015,29,5.38,5.14,5,5.28,4.97,CLA,American Studies
AMST,1012,U.S. on an Immigrant Planet,Spr 2015,17,5.47,5.35,5.67,5.41,5.29,CLA,American Studies
AMST,1012,U.S. on an Immigrant Planet,Fall 2015,46,5.35,5.46,5.13,5.04,5.05,CLA,American Studies
AMST,1401,Comparative Gender/Sexuality,Fall 2015,24,5.61,5.57,5.09,5.39,5.35,CLA,American Studies
AMST,1905,Freshman Seminar,Fall 2015,4,5.5,4.75,4.5,4.5,4.25,CLA,American Studies
AMST,2011,U. S. since September 11th,Spr 2015,56,4.86,4.52,3.89,3.89,4.29,CLA,American Studies
AMST,2011,U. S. since September 11th,Fall 2015,73,5.31,5.15,4.18,5.15,5.18,CLA,American Studies
AMST,3114,Intn'l Perspective,Fall 2015,5,5.2,5.4,4.6,5,4.6,CLA,American Studies
AMST,4101,"Gender, Politics",Fall 2015,24,5.5,5.25,5.08,5.08,5.27,CLA,American Studies
AMST,8202,Theory/Practice,Spr 2015,6,6,6,4.67,5.83,5.83,CLA,American Studies
AMST,8401,Practicum,Spr 2015,4,5,4.67,4.67,5,4.67,CLA,American Studies
AMST,8920,Topics,Spr 2015,3,5.67,5.33,5,4,5.33,CLA,American Studies
AMST,8920,Topics,Fall 2015,12,5.83,5.58,5.14,5.58,6,CLA,American Studies
AMST,3113W,Global MN: Diversity in 21st C,Spr 2015,23,5.26,4.65,4.32,4.39,4.85,CLA,American Studies
AMST,3113W,Global MN: Diversity in 21st C,Fall 2015,14,5.77,5.15,5.46,5.38,5.33,CLA,American Studies
AMST,3252W,Pop cult & politics,Spr 2015,50,4.35,3.8,4.24,4.39,3.6,CLA,American Studies
AMST,3252W,Pop cult & politics,Fall 2015,115,5.04,4.56,4.78,4.51,4.63,CLA,American Studies
AMST,3253W,Pop cult & politics,Spr 2015,170,5.23,5.04,5.2,4.95,5.13,CLA,American Studies
AMST,3253W,Pop cult & politics,Fall 2015,7,4.71,4,5,3.86,3.71,CLA,American Studies
AMST,3632W,Jewish Women in the US,Fall 2015,4,5.25,4.5,4.25,4.5,4,CLA,American Studies
AMST,4962W,Proseminar II,Spr 2015,4,5.5,5.25,5.75,6,5,CLA,American Studies
ANSC,1011,Animals and Society,Fall 2015,38,5.11,4.89,4.94,5.45,5.03,CFANS,Animal Science
ANSC,1101,Intro Animal Science,Spr 2015,185,5.25,4.99,4.98,5.34,5.24,CFANS,Animal Science
ANSC,1101,Intro Animal Science,Fall 2015,57,5.52,4.95,5.34,5.54,5.37,CFANS,Animal Science
ANSC,1201,Backyard Chickens,Spr 2015,49,5.1,4.98,4.7,4.27,4.74,CFANS,Animal Science
ANSC,1403,Companion Animal Nutrition,Spr 2015,111,5.51,5.36,5.37,5.3,5.42,CFANS,Animal Science
ANSC,1511,Food An Products for Consumers,Fall 2015,26,5.65,5.46,5.17,5.04,5.6,CFANS,Animal Science
ANSC,1701,Historical Influence of Horse,Fall 2015,94,4.84,4.3,5.14,5.16,4.86,CFANS,Animal Science
ANSC,2012,Livestock & Carcass Evaluation,Spr 2015,28,5.39,5.18,4.74,4.79,5.15,CFANS,Animal Science
ANSC,2055,Horse Management,Fall 2015,31,5.58,5.55,5.58,5.71,5.65,CFANS,Animal Science
ANSC,2056,Horse Mgmt Practicum,Fall 2015,23,5.57,5.48,5.45,5.43,5.7,CFANS,Animal Science
ANSC,2401,Animal Nutrition,Fall 2015,325,4.99,4.57,4.78,4.86,4.66,CFANS,Animal Science
ANSC,3007,Equine Nutrition,Spr 2015,9,5.78,5.56,5.43,5.89,6,CFANS,Animal Science
ANSC,3011,Statistics for Animal Science,Spr 2015,48,4.94,4.11,4.7,4.65,4.5,CFANS,Animal Science
ANSC,3011,Statistics for Animal Science,Fall 2015,28,5.29,5.07,5.3,4.89,5,CFANS,Animal Science
ANSC,3221,Animal Breeding,Fall 2015,80,4.67,4,4.63,4.68,4.32,CFANS,Animal Science
ANSC,3301,Human and Animal Physiology,Spr 2015,167,5.07,4.79,4.93,5.15,5.01,CFANS,Animal Science
ANSC,3301,Human and Animal Physiology,Fall 2015,125,5.25,5.12,5.2,5.15,5.19,CFANS,Animal Science
ANSC,3305,Reproductive Biol:Hlth&Disease,Fall 2015,33,5.82,5.55,5.55,5.73,5.55,CFANS,Animal Science
ANSC,3403,Comp Anim Hot Button Issues,Fall 2015,22,5.64,5.73,5.82,5.09,5.91,CFANS,Animal Science
ANSC,3509,Animal Biotechnology,Fall 2015,9,5.78,5.67,5.56,5.44,5.78,CFANS,Animal Science
ANSC,3511,Animal Growth & Development,Spr 2015,14,5.43,5.43,5.21,5.5,5.31,CFANS,Animal Science
ANSC,3609,Planning for Animal Enterprise,Fall 2015,72,4.86,4.58,5.13,4.85,4.91,CFANS,Animal Science
ANSC,3801,Livestock Merchandising,Spr 2015,15,5.4,5.43,5.27,5.27,5.47,CFANS,Animal Science
ANSC,4011,Dairy Cattle Breeding,Spr 2015,16,5.63,5.25,5.25,5.73,5.47,CFANS,Animal Science
ANSC,4099,Ansc Workshop,Spr 2015,30,4.87,4.7,4.48,3.5,3.9,CFANS,Animal Science
ANSC,4099,Ansc Workshop,Sum 2015,10,6,6,5.78,6,6,CFANS,Animal Science
ANSC,4401,Swine Nutrition,Fall 2015,2,4,4,4,5,3.5,CFANS,Animal Science
ANSC,4403,Ruminant Nutrition,Spr 2015,28,5.25,5.11,5,4.85,4.88,CFANS,Animal Science
ANSC,4404,Applied Dairy Nutrition,Fall 2015,9,5.11,5.22,5,5.11,4.89,CFANS,Animal Science
ANSC,4601,Pork Production Systems Mgmt,Fall 2015,7,5.86,5.86,5.86,6,6,CFANS,Animal Science
ANSC,4602,Sheep Production Systems Mgmt,Spr 2015,8,5.88,5.88,5.63,5.75,6,CFANS,Animal Science
ANSC,4603,Beef Production Systems Mgmt,Fall 2015,11,5.3,4.8,5.1,4.4,5,CFANS,Animal Science
ANSC,4604,Dairy Production Systems Mgmt,Spr 2015,27,5.81,5.89,5.67,5.56,5.72,CFANS,Animal Science
ANSC,4613,Adv Beef Prod Systems Mgmt,Fall 2015,2,6,6,6,6,6,CFANS,Animal Science
ANSC,4614,Adv Dairy Prod Systems Mgmt,Spr 2015,7,5.43,5.57,5.43,5.14,5.71,CFANS,Animal Science
ANSC,5091,From Ideas to Strategic Plans,Fall 2015,8,5.63,5.25,5.25,5.5,5.6,CFANS,Animal Science
ANSC,5700,Cell Physiology,Fall 2015,18,5.72,5.67,5.5,5.56,5.56,CFANS,Animal Science
ANSC,8312,Protein Metabolism,Fall 2015,14,5.86,5.71,5.14,5.57,5.57,CFANS,Animal Science
ANSC,8330,Concepts in Animal Nutrition,Fall 2015,6,6,5.33,5.67,4.67,6,CFANS,Animal Science
ANSC,3091V,From Ideas to Strategic Plans,Fall 2015,1,6,6,6,6,6,CFANS,Animal Science
ANSC,3203W,"Env, Food Prod & the Citizen",Spr 2015,60,4.57,4.31,4.63,4.71,4.47,CFANS,Animal Science
ANTH,1001,Human Evolution,Spr 2015,441,5.35,4.88,5.22,5.26,5.06,CLA,Anthropology
ANTH,1001,Human Evolution,Sum 2015,66,5.38,4.82,5.19,5.19,4.84,CLA,Anthropology
ANTH,1001,Human Evolution,Fall 2015,624,5.11,4.51,5.01,5.1,4.59,CLA,Anthropology
ANTH,2006,Humans and Aliens,Spr 2015,20,5.35,5.3,5.05,5.1,5.26,CLA,Anthropology
ANTH,3001,Intro Archaeology,Fall 2015,67,5.68,5.41,5.36,5.52,5.55,CLA,Anthropology
ANTH,3002,"Sex, Evolution, and Behavior",Spr 2015,125,5.31,5.16,4.86,5.23,5.19,CLA,Anthropology
ANTH,3003,Cultural Anth,Spr 2015,45,5.04,4.58,5.05,4.84,4.89,CLA,Anthropology
ANTH,3003,Cultural Anth,Fall 2015,19,4.37,4.11,4.17,2.79,3.11,CLA,Anthropology
ANTH,3004,Controversies in Anthropology,Fall 2015,16,5.69,4.94,4.08,4.94,5.25,CLA,Anthropology
ANTH,3006,Humans and Aliens,Spr 2015,17,5.59,5.76,5.41,5.24,5.71,CLA,Anthropology
ANTH,3009,Pathways to Civilization,Spr 2015,26,5.6,5.28,4.91,5.04,5.42,CLA,Anthropology
ANTH,3023,Cult/Soc of India,Fall 2015,7,5.29,5.14,4,4,4,CLA,Anthropology
ANTH,3028,Intro: Historical Archaeology,Spr 2015,12,5.33,4.75,5.27,5.5,5.17,CLA,Anthropology
ANTH,3034,Roots Music in America,Spr 2015,4,5,5.75,4.75,4.75,4,CLA,Anthropology
ANTH,3035,Anthropologies of Death,Fall 2015,34,5.71,5.41,5.06,5.35,5.29,CLA,Anthropology
ANTH,3401,Human Fossil Record,Fall 2015,6,5.67,5.33,5,5.33,5.33,CLA,Anthropology
ANTH,3402,Zooarchaeology Laboratory,Fall 2015,17,5.65,5.65,5.53,5.29,5.53,CLA,Anthropology
ANTH,3405,Human Skeletal Analysis,Fall 2015,19,6,5.83,5.5,5.61,5.94,CLA,Anthropology
ANTH,3601,Archaeology & Native Americans,Spr 2015,5,6,6,5.2,5.4,6,CLA,Anthropology
ANTH,4001,Adv Method & Theory in Arch,Fall 2015,8,6,5.63,5.5,5.75,5.75,CLA,Anthropology
ANTH,4019,Symbolic Anth,Spr 2015,15,4.6,4.67,5.4,4.93,4.53,CLA,Anthropology
ANTH,4035,Ethnog Rsrch Methds,Fall 2015,10,5.8,5.7,4.78,5.5,5.78,CLA,Anthropology
ANTH,4047,Anth of Amer Culture,Fall 2015,28,5.93,5.86,5.59,5.54,5.78,CLA,Anthropology
ANTH,4049,Religion & Culture,Spr 2015,17,4.94,4.94,4.83,4.65,4.59,CLA,Anthropology
ANTH,4053,Economic Anthropology,Fall 2015,15,4.87,4.53,4.45,5.14,4.64,CLA,Anthropology
ANTH,4077,Neanderthals,Spr 2015,9,5.44,5,5.22,4.89,5,CLA,Anthropology
ANTH,4121,Business Anthropology,Spr 2015,10,5.4,5.2,5.6,4.6,5.2,CLA,Anthropology
ANTH,5008,Advanced Flintknapping,Sum 2015,8,5.75,4.88,5.43,5.63,5.29,CLA,Anthropology
ANTH,5112,Hominin Behavior,Spr 2015,3,5.67,5.67,4.67,5.33,6,CLA,Anthropology
ANTH,5221,Material Culture,Fall 2015,8,6,5.88,5.25,5.5,5.88,CLA,Anthropology
ANTH,5244,Interpreting Ancient Bone,Spr 2015,5,6,6,5.67,6,5.8,CLA,Anthropology
ANTH,5269,Stone Tool Technology,Fall 2015,8,5.25,4.75,5,4.88,5,CLA,Anthropology
ANTH,5401,Human Fossil Record,Fall 2015,2,6,6,6,6,6,CLA,Anthropology
ANTH,5402,Zooarchaeology Laboratory,Fall 2015,22,5.82,5.73,5.68,5.5,5.73,CLA,Anthropology
ANTH,5403,Quantitative Methods,Spr 2015,8,5.88,5.75,6,5.75,5.71,CLA,Anthropology
ANTH,5405,Human Skeletal Analysis,Fall 2015,17,5.88,5.53,5.35,5.06,5.31,CLA,Anthropology
ANTH,5442,Archaeology of British Isles,Fall 2015,8,5.88,5.75,5.5,5.75,5.88,CLA,Anthropology
ANTH,5446,Archaeology of Representation,Spr 2015,10,6,5.9,5.78,5.56,5.9,CLA,Anthropology
ANTH,5448,Applied Heritage Management,Spr 2015,9,5.56,4.78,4.5,4.89,5.5,CLA,Anthropology
ANTH,5601,Archaeology & Native Americans,Spr 2015,11,5.27,5,5,4.64,4.73,CLA,Anthropology
ANTH,5980,Topics in Anthropology,Spr 2015,4,5.75,5.25,4.67,5.25,5.5,CLA,Anthropology
ANTH,5990,Topics in Archaeology,Spr 2015,6,5.67,5.5,6,6,5.83,CLA,Anthropology
ANTH,8001,"Ethnography, Theory, History",Fall 2015,4,5.25,4.75,5,4.25,4.67,CLA,Anthropology
ANTH,8005,Linguistic Anthropology,Fall 2015,7,5.71,5.86,5.33,5.29,5.67,CLA,Anthropology
ANTH,8111,Evolutionary Morphology,Fall 2015,6,5.33,5.33,5.6,5.67,5.5,CLA,Anthropology
ANTH,8112,Hominin Behavior,Spr 2015,7,5.71,5.71,5.17,5.43,5.4,CLA,Anthropology
ANTH,8203,Methds/soc-cul anth,Spr 2015,11,5,5.09,5.14,5.1,5.38,CLA,Anthropology
ANTH,8510,Topics-Archaeology,Fall 2015,5,6,6,5.5,5.5,6,CLA,Anthropology
ANTH,8810,Topics-SocCult Anth,Spr 2015,9,5.22,5.44,5.44,4.38,5,CLA,Anthropology
ANTH,8810,Topics-SocCult Anth,Fall 2015,7,5.83,5.17,4.75,5.67,5.6,CLA,Anthropology
ANTH,1003V,Undrstng Cltrs: Hon,Spr 2015,3,4.67,4,5,4.33,3.33,CLA,Anthropology
ANTH,1003W,Cultures,Spr 2015,119,4.03,3.64,4.36,4.15,3.58,CLA,Anthropology
ANTH,3005W,"Language, Culture and Power",Spr 2015,52,5.12,4.75,4.96,5,4.9,CLA,Anthropology
ANTH,3005W,"Language, Culture and Power",Sum 2015,16,5.94,5.81,5.53,5.69,5.94,CLA,Anthropology
ANTH,3005W,"Language, Culture and Power",Fall 2015,101,5.64,5.39,5.43,5.7,5.58,CLA,Anthropology
ANTH,3015W,Evolution of Language,Sum 2015,3,5.67,5.67,5,5.67,5.67,CLA,Anthropology
ANTH,3021W,Anthropology: The Middle East,Spr 2015,6,5.33,4.33,5,4.33,4.33,CLA,Anthropology
ANTH,3022W,Dreaming and Myth,Spr 2015,54,4.24,3.78,4.55,4.53,3.58,CLA,Anthropology
ANTH,3027W,Arch. of Prehistoric Europe,Fall 2015,11,5.82,5.09,4.91,5.55,5.7,CLA,Anthropology
ANTH,3242W,NonWestern Peoples in Movies,Fall 2015,7,5,5.29,4.86,5.43,5.14,CLA,Anthropology
ANTH,3306W,Medical Anthropology,Spr 2015,125,4.82,4.86,4.77,4.72,4.88,CLA,Anthropology
ANTH,4009W,Warfare and Human Evolution,Spr 2015,19,5.67,5.44,5.39,5.22,5.38,CLA,Anthropology
ANTH,5015W,Evolution of Language,Sum 2015,3,6,5.33,4.33,5.33,5.5,CLA,Anthropology
ANTH,5021W,Anthropology: The Middle East,Spr 2015,10,5.8,5.4,5.2,5.8,5.8,CLA,Anthropology
ANTH,5027W,Arch. of Prehistoric Europe,Fall 2015,4,6,5.5,5.25,5.5,5.5,CLA,Anthropology
APEC,1001,Orientation to Applied Econ,Fall 2015,23,5.52,5.43,5.42,5.86,5.47,CFANS,Applied Economics
APEC,1101,Principles of Microeconomics,Spr 2015,287,5.07,4.47,4.62,5.12,4.87,CFANS,Applied Economics
APEC,1101,Principles of Microeconomics,Fall 2015,360,5.3,4.72,4.83,5.17,5.14,CFANS,Applied Economics
APEC,1102,Principles of Macroeconomics,Spr 2015,159,5.45,4.9,5.3,5.43,5.39,CFANS,Applied Economics
APEC,1102,Principles of Macroeconomics,Fall 2015,71,5.13,4.41,5.13,5.51,5.35,CFANS,Applied Economics
APEC,1251,Principles of Accounting,Fall 2015,42,5.1,4.63,4.93,5.15,5.05,CFANS,Applied Economics
APEC,3001,"Ap Micro:Consumers, Prod & Mkt",Spr 2015,27,5.3,5.04,5.08,5.07,5.19,CFANS,Applied Economics
APEC,3001,"Ap Micro:Consumers, Prod & Mkt",Fall 2015,63,5.29,5,5.1,5.08,5.16,CFANS,Applied Economics
APEC,3002,Appl Micro: Managerial Econ,Spr 2015,42,5.31,4.98,5.29,4.95,5.05,CFANS,Applied Economics
APEC,3002,Appl Micro: Managerial Econ,Fall 2015,40,5.44,4.97,5.46,5.33,5.28,CFANS,Applied Economics
APEC,3006,Appl Macro: Government & Econ,Spr 2015,33,5.15,4.67,5,5.15,4.84,CFANS,Applied Economics
APEC,3006,Appl Macro: Government & Econ,Fall 2015,32,5.03,4.72,4.36,4.66,4.94,CFANS,Applied Economics
APEC,3007,"Appl Macro:Policy, Trade & Dev",Spr 2015,28,5.04,4.63,3.87,4.56,4.44,CFANS,Applied Economics
APEC,3007,"Appl Macro:Policy, Trade & Dev",Fall 2015,30,5.57,5.27,5.45,5.17,5.33,CFANS,Applied Economics
APEC,3061,Econ Devel. in Contemp Afria,Spr 2015,13,5.92,5.77,5.33,5.54,5.85,CFANS,Applied Economics
APEC,3071,Ag&Econ Growth:Devlp Countries,Fall 2015,17,5.76,5.71,5.5,5.41,5.65,CFANS,Applied Economics
APEC,3202,Intro to the Food System,Spr 2015,29,4.64,3.96,4.43,4.61,4,CFANS,Applied Economics
APEC,3202,Intro to the Food System,Fall 2015,34,4.85,4.38,4.65,4.71,4.21,CFANS,Applied Economics
APEC,3411,Commodity Marketing,Fall 2015,33,5.24,4.97,5.09,5.03,5.18,CFANS,Applied Economics
APEC,3451,Food & Agricultural Sales,Spr 2015,53,5.28,5.15,5.46,5.34,5.35,CFANS,Applied Economics
APEC,3480,Topics in Applied Economics,Spr 2015,5,6,5.8,5.8,5.4,6,CFANS,Applied Economics
APEC,3501,Agribusiness Finance,Fall 2015,29,4.76,3.76,4.64,4.86,4.11,CFANS,Applied Economics
APEC,3551,Value-Added Entrepreneurship,Fall 2015,11,2.82,2.82,2.91,2.73,2.82,CFANS,Applied Economics
APEC,3811,Principles of Farm Management,Fall 2015,39,4.87,4.82,4.66,4.92,4.84,CFANS,Applied Economics
APEC,3821,Retail Center Management,Spr 2015,15,5.27,5.13,5.2,5.2,5.47,CFANS,Applied Economics
APEC,3840,Cooperative Organization,Spr 2015,24,5.83,5.71,5.36,5.35,5.68,CFANS,Applied Economics
APEC,3991,Independent Study:Applied Econ,Spr 2015,19,5.79,5.79,5.61,5.78,5.89,CFANS,Applied Economics
APEC,4103,World Food Problems,Fall 2015,127,5.43,5.06,5.1,5.06,4.91,CFANS,Applied Economics
APEC,4311,Tourism Development,Spr 2015,9,4.33,3.33,2.75,3.44,3,CFANS,Applied Economics
APEC,4461,Horticultural Marketing,Fall 2015,18,5.24,5.18,5.53,5.47,5.47,CFANS,Applied Economics
APEC,4481,Futures and Options Markets,Spr 2015,34,5.32,5.06,5.32,4.76,5,CFANS,Applied Economics
APEC,4501,Financial Modeling,Spr 2015,17,5.47,5.35,5.75,5.65,5.25,CFANS,Applied Economics
APEC,5031,Economic Data Analysis,Fall 2015,15,5.67,5.33,5.5,5.6,5.53,CFANS,Applied Economics
APEC,5032,Data Analysis for Mgmt&Policy,Spr 2015,18,5.72,5.67,5.72,5.78,5.67,CFANS,Applied Economics
APEC,5151,Appl Micro: Firm & Household,Fall 2015,18,5.33,4.72,5.06,5.22,5.11,CFANS,Applied Economics
APEC,5152,Appl Macro:Income & Employment,Spr 2015,17,4.82,4.76,5.29,4.94,5.07,CFANS,Applied Economics
APEC,5651,Econ Nat Resourc & Env Policy,Spr 2015,16,5.56,5.63,5.46,5.07,5.53,CFANS,Applied Economics
APEC,5711,US Agricultural & Env Policy,Fall 2015,6,5.67,5.67,5.5,5.17,5.5,CFANS,Applied Economics
APEC,5721,Econ of Sci and Tech Policy,Fall 2015,6,5,4.67,3.33,5.17,4.67,CFANS,Applied Economics
APEC,5751,Global Trade and Policy,Spr 2015,8,5.5,5.5,5.5,5.63,5.75,CFANS,Applied Economics
APEC,5811,Cooperative Organization,Spr 2015,5,5.6,5.8,5.4,5.4,5.6,CFANS,Applied Economics
APEC,8001,Consumer Choice,Fall 2015,16,5.31,4.69,4.5,5.5,5.27,CFANS,Applied Economics
